filename,avg_value,label
../../data/CODaN/train/day_Bottle_000000065427.jpg,0.5098647271408564,1
../../data/CODaN/train/day_Cup_000000365431.jpg,0.5344145470688275,1
../../data/CODaN/train/night_Chair_2015_04317.jpg,0.25187832945678273,2
../../data/CODaN/train/night_Bottle_2015_01734.JPG,0.04393241671668667,2
../../data/CODaN/train/night_Boat_2015_01273.png,0.10342480742296918,2
../../data/CODaN/train/day_Dog_000000110707.jpg,0.45908543104741895,1
../../data/CODaN/train/day_Bicycle_000000561121.jpg,0.5669405262104842,1
../../data/CODaN/train/night_Cup_2015_04745.jpg,0.18933800082533014,2
../../data/CODaN/train/night_Car_2015_02706.jpg,0.08684551945778311,2
../../data/CODaN/train/night_Bus_2015_02361.jpg,0.2772175276360544,2
../../data/CODaN/train/night_Bottle_2015_01714.JPEG,0.023731758328331333,2
../../data/CODaN/train/night_Motorbike_2015_06153.JPEG,0.27506901197979194,2
../../data/CODaN/train/day_Chair_000000458282.jpg,0.29068494585334137,1
../../data/CODaN/train/night_Chair_2015_04357.jpg,0.09963571366046418,2
../../data/CODaN/train/day_Car_000000456949.jpg,0.5038098833283313,1
../../data/CODaN/train/night_Bicycle_2015_00334.jpg,0.2042690513705482,2
../../data/CODaN/train/day_Cat_000000053479.jpg,0.2937094368997599,1
../../data/CODaN/train/night_Chair_2015_04238.jpg,0.2148063131502601,2
../../data/CODaN/train/day_Bus_000000245551.jpg,0.5458726459333734,1
../../data/CODaN/train/day_Bicycle_ILSVRC2012_val_00005274.JPEG,0.48612726340536216,1
../../data/CODaN/train/day_Bus_000000502402.jpg,0.6127719056372549,1
../../data/CODaN/train/day_Motorbike_000000277073.jpg,0.3602328431372549,1
../../data/CODaN/train/day_Chair_000000044068.jpg,0.2749549819927971,1
../../data/CODaN/train/day_Cat_000000535226.jpg,0.5942004926970788,1
../../data/CODaN/train/day_Boat_ILSVRC2012_val_00002748.JPEG,0.629898287439976,1
../../data/CODaN/train/day_Bicycle_ILSVRC2012_val_00042496.JPEG,0.5533457914415767,1
../../data/CODaN/train/day_Cat_000000123921.jpg,0.17226367109343738,1
../../data/CODaN/train/night_Cat_2015_03617.jpg,0.1199672837885154,2
../../data/CODaN/train/day_Boat_000000201213.jpg,0.33269612532513004,1
../../data/CODaN/train/night_Bus_2015_01989.jpg,0.184445262479992,2
../../data/CODaN/train/day_Boat_000000250227.jpg,0.3058421024659864,1
../../data/CODaN/train/night_Dog_2015_05518.JPEG,0.159820256227491,2
../../data/CODaN/train/day_Bus_000000246446.jpg,0.4610755239595838,1
../../data/CODaN/train/day_Boat_000000308463.jpg,0.44604974802420966,1
../../data/CODaN/train/night_Car_2015_02496.jpg,0.14172575280112046,2
../../data/CODaN/train/night_Bottle_2015_01659.jpg,0.18245696716186474,2
../../data/CODaN/train/day_Bottle_ILSVRC2012_val_00021988.JPEG,0.138375193827531,1
../../data/CODaN/train/night_Boat_2015_01307.jpg,0.037886795343137256,2
../../data/CODaN/train/night_Bottle_2015_01475.jpg,0.3080184417517007,2
